Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
1946-03-31,1.81,1.7,4.89,3.29,3.06,4.88,5.17,3.7,8.29,6.62,3.8,7.29,6.97,8.59,9.12,5.3,4.89,7.93,10.62,8.08,4.98,6.13,5.26,7.97,8.27
1946-04-30,5.99,6.95,7.07,6.09,10.44,2.47,4.21,5.66,7.33,6.14,1.94,2.97,5.75,5.31,8.39,3.38,3.79,3.83,8.89,3.3,4.34,3.03,4.7,4.51,4.11
1946-05-31,6.46,8.58,3.41,7.46,5.22,8.32,4.8,6.43,8.13,1.58,4.98,10.03,9.17,4.83,6.0,6.32,4.47,6.79,4.57,5.33,4.0,3.24,2.79,2.59,3.47
1946-06-30,-6.42,-4.4,-3.84,-4.81,-7.19,-2.49,-2.87,-6.88,-6.03,-4.74,-4.21,-5.13,-5.38,-6.07,-6.31,-3.9,-4.42,-4.69,-6.74,-6.81,-2.76,-2.5,-4.87,-5.15,-4.11
1946-07-31,-7.44,-4.73,-4.01,-5.07,-5.37,-4.82,-3.88,-6.24,-4.0,-4.25,-4.01,-4.19,-3.96,-4.47,-3.71,-4.79,-2.56,-4.23,-3.49,-4.27,-1.8,-2.16,-2.76,-2.55,-1.45
1946-08-31,-9.66,-6.84,-6.12,-9.3,-11.71,-8.69,-7.16,-7.94,-8.27,-8.48,-6.43,-6.85,-7.12,-9.59,-7.48,-7.18,-5.03,-9.03,-6.46,-6.45,-7.1,-5.83,-4.73,-6.96,-5.18
1946-09-30,-18.39,-17.4,-14.24,-16.11,-15.09,-17.85,-14.26,-12.93,-13.55,-13.3,-13.3,-14.13,-11.89,-12.22,-12.53,-16.12,-12.03,-11.89,-11.6,-11.85,-12.2,-7.65,-8.18,-7.56,-12.62
1946-10-31,-2.54,-2.79,-0.32,-2.07,-1.16,-0.08,-1.06,-0.9,1.11,-4.47,-1.47,-3.74,-0.14,1.07,-0.24,-2.85,-1.89,0.57,-0.9,-2.29,-3.01,-1.5,-1.24,-0.5,-1.12
1946-11-30,-1.05,0.84,-3.09,1.57,-2.4,-0.82,-0.54,1.29,-1.86,-2.45,-0.86,3.32,-0.6,2.21,-0.4,-3.03,0.11,2.13,-0.14,0.7,-2.77,-0.94,1.99,0.53,-1.25
1946-12-31,4.82,5.94,2.72,-0.37,5.33,-0.31,7.41,3.82,5.93,4.43,5.74,7.62,4.12,3.54,5.17,1.63,6.06,7.18,4.08,7.69,4.53,4.41,4.95,4.59,5.49
1947-01-31,9.59,4.76,7.74,3.67,2.75,7.32,4.82,0.97,1.72,2.84,5.76,5.83,1.98,0.82,1.18,6.78,3.7,1.29,-0.95,-1.55,2.98,8.39,2.16,0.3,-3.25
1947-02-28,0.29,-0.56,-0.2,0.7,3.07,-0.67,-0.41,-0.89,-0.96,1.61,-1.77,-2.67,-1.36,-0.14,-0.56,-0.31,-0.95,0.84,-0.31,-1.57,-2.52,0.09,-1.37,-0.72,-2.11
1947-03-31,-5.64,-3.7,-4.34,-0.73,-3.02,-7.61,-4.55,-2.18,-3.84,-2.3,-4.49,-1.87,-3.28,-0.71,-1.2,-3.94,-3.28,-1.18,-0.61,-1.73,-7.21,-2.89,-1.02,-1.21,0.27
1947-04-30,-13.3,-10.13,-9.29,-9.6,-8.28,-10.76,-10.79,-7.1,-6.06,-6.37,-12.06,-9.45,-8.24,-4.61,-7.62,-9.92,-7.57,-6.66,-7.14,-6.46,-8.73,-6.42,-3.7,-2.65,-4.54
1947-05-31,-7.46,-7.67,-3.72,-2.65,-3.29,-7.2,-3.26,-4.12,-3.52,-5.64,-4.68,-4.14,-3.98,-4.88,-2.35,-4.73,-3.62,-1.94,-4.43,-1.28,-3.95,-1.03,1.23,-0.36,-0.29
1947-06-30,7.51,7.0,5.22,3.57,1.64,3.96,5.97,5.77,5.62,4.0,5.77,5.84,4.72,4.47,3.25,7.16,6.53,5.45,6.54,6.11,4.63,7.06,5.87,5.95,4.46
1947-07-31,8.64,7.24,5.75,6.17,9.13,6.68,7.92,6.9,5.37,2.69,7.1,6.02,5.5,5.57,9.27,14.51,7.69,5.49,3.89,5.09,8.93,5.89,5.23,4.36,2.46
1947-08-31,-3.88,-4.62,-2.16,-1.0,2.81,-2.71,-2.05,-1.32,-0.15,2.69,-2.93,-2.46,-0.23,-0.01,-0.51,-4.54,-1.45,-2.08,-0.61,-1.73,-6.89,-3.18,-3.55,-0.65,-1.74
1947-09-30,0.19,0.66,0.72,2.4,2.52,0.59,1.64,0.93,1.57,4.13,0.64,0.18,-0.72,0.85,2.35,1.52,-0.89,-0.34,-0.65,2.85,1.88,-1.26,0.13,-1.37,-0.86
1947-10-31,4.35,7.7,9.17,2.52,1.32,3.09,3.23,3.27,3.35,5.43,3.87,4.29,2.39,2.53,4.0,-0.67,1.55,2.04,2.78,3.11,-0.31,1.34,2.12,2.97,3.1
1947-11-30,-4.76,-2.14,-2.79,-1.26,-0.93,-7.5,-6.22,-3.95,-1.58,-1.95,-4.99,-3.55,-2.89,-1.75,-0.32,-8.04,-3.93,-3.24,-2.5,1.74,-2.37,-4.67,-2.11,0.15,-1.66
1947-12-31,-0.48,-0.84,0.48,0.18,5.9,2.02,-1.22,2.21,2.31,4.58,-0.34,1.84,1.09,2.49,4.04,-2.63,2.46,2.8,3.05,5.98,1.24,2.39,2.26,4.58,3.75
1948-01-31,2.85,3.23,-3.14,-0.21,-3.61,0.22,0.31,-3.24,-2.74,-3.29,0.01,-1.92,-2.07,-2.19,-4.35,0.22,0.05,-2.67,-3.68,-3.87,-0.89,-2.58,-3.4,-4.93,-6.23
1948-02-29,-9.07,-6.49,-6.26,-4.4,-7.42,-7.83,-6.78,-5.82,-5.64,-7.8,-9.01,-6.58,-4.54,-4.0,-5.68,-5.81,-5.71,-4.48,-5.73,-5.36,-6.98,-4.03,-3.16,-4.3,-3.67
1948-03-31,12.02,7.4,10.77,11.24,10.7,9.66,7.75,8.31,8.68,9.24,10.9,9.15,8.56,8.26,11.04,15.35,10.5,6.76,8.84,10.64,12.28,8.91,5.6,7.97,9.59
1948-04-30,2.68,5.1,5.49,7.89,5.45,-1.01,4.91,3.25,3.31,4.57,3.87,2.82,1.93,3.46,6.87,0.37,4.39,4.09,3.81,7.82,0.39,1.0,1.39,4.4,6.99
1948-05-31,11.42,5.55,10.2,10.42,9.85,9.66,7.58,9.53,9.5,9.74,9.08,8.16,7.51,7.67,8.41,9.04,7.1,7.22,8.13,10.12,4.47,6.9,8.03,5.8,8.93
1948-06-30,-3.16,-2.65,-4.14,-0.38,2.72,-6.33,-2.79,-2.6,-0.44,2.47,-3.0,-3.47,-1.36,0.1,1.99,-3.25,-2.68,0.15,-1.91,-0.73,-2.48,-0.13,0.59,1.14,2.26
1948-07-31,-7.37,-5.5,-3.32,-5.35,-6.28,-4.16,-3.38,-6.73,-3.89,-6.09,-6.87,-2.03,-5.57,-6.2,-5.63,-6.36,-4.17,-5.15,-5.63,-3.99,-2.9,-3.86,-5.69,-5.5,-6.69
1948-08-31,-2.0,-0.65,-1.94,-0.85,-0.81,-2.6,-0.28,-0.15,-0.11,1.5,-1.38,0.32,1.0,0.1,0.17,1.96,0.05,-0.3,0.69,0.02,1.97,-0.08,1.06,-0.29,0.47
1948-09-30,-7.97,-2.59,-5.3,-4.65,-3.56,-4.03,-2.65,-2.25,-3.51,-5.59,-4.84,-3.84,-4.38,-3.73,-4.69,-5.32,-3.95,-3.45,-5.51,-4.66,-3.5,-0.97,-2.19,-2.76,-4.58
1948-10-31,4.42,5.35,2.9,7.79,7.55,2.25,4.33,4.66,7.25,7.18,3.63,3.74,4.9,4.36,5.2,7.04,5.55,4.36,5.58,6.08,4.4,4.51,4.45,8.24,7.49
1948-11-30,-14.8,-9.39,-8.3,-9.85,-12.56,-13.79,-9.24,-9.49,-10.03,-12.87,-15.13,-9.33,-9.44,-8.23,-10.28,-10.64,-10.68,-10.27,-9.57,-10.47,-7.75,-8.17,-7.47,-9.18,-10.64
1948-12-31,-3.69,-3.5,-0.99,0.63,2.32,-1.11,-1.09,-0.57,2.25,5.63,0.7,0.7,2.13,2.03,3.65,2.67,1.29,2.58,1.87,4.05,-0.23,5.02,2.66,3.41,5.02
1949-01-31,7.45,3.57,5.72,2.09,0.6,3.37,3.04,0.98,1.24,1.84,2.27,0.86,1.08,0.67,-0.36,2.71,1.75,0.85,1.98,0.73,5.12,1.42,0.58,-0.4,-2.21
1949-02-28,-5.46,-4.5,-5.96,-3.92,-4.72,-4.64,-4.91,-7.43,-2.61,-5.52,-4.71,-6.01,-3.05,-3.94,-4.94,-3.25,-2.72,-1.83,-2.9,-3.35,-2.68,-1.09,-2.42,-1.93,-4.07
1949-03-31,8.11,5.8,5.91,8.17,8.73,8.2,5.44,5.96,4.19,7.73,9.25,7.41,6.3,5.15,6.27,6.14,4.9,4.47,4.96,4.7,5.02,4.06,2.52,4.11,4.31
1949-04-30,-5.23,-2.85,-1.85,-1.41,-2.96,-5.05,-3.69,-4.16,-2.89,-0.94,-6.63,-4.49,-2.4,-3.59,-2.38,-6.69,-5.08,-2.84,-2.92,-0.95,1.96,-3.13,-0.65,-1.45,-1.25
1949-05-31,-9.03,-8.57,-4.39,-3.18,-7.31,-6.65,-5.45,-4.46,-4.12,-2.87,-8.38,-4.04,-2.99,-3.62,-2.19,-3.16,-2.53,-2.64,-2.73,-1.06,-5.29,-4.22,-3.76,-2.36,-1.49
1949-06-30,-0.61,-1.38,-1.63,0.23,1.06,1.15,-1.9,-2.83,-3.03,-2.09,-0.92,-0.8,-2.84,-1.21,-1.44,0.89,-0.17,-2.27,0.03,0.13,1.55,3.08,0.1,0.66,-0.4
1949-07-31,6.3,6.21,5.68,4.18,6.89,7.02,7.35,5.55,5.66,7.31,8.27,6.31,7.95,5.16,6.31,7.07,7.83,6.21,6.63,5.05,5.85,6.49,5.87,5.79,4.05
1949-08-31,2.18,1.14,2.9,3.22,3.16,1.6,1.18,2.6,3.82,5.13,3.7,2.22,4.57,2.7,1.93,3.45,1.54,2.08,0.88,2.68,3.18,3.05,3.37,2.09,3.39
1949-09-30,5.78,3.18,1.35,3.5,3.23,5.52,5.65,3.6,3.51,5.53,5.06,2.91,3.21,3.82,6.17,6.54,5.6,3.68,3.87,3.58,7.09,3.38,2.94,2.11,3.47
1949-10-31,7.15,7.24,4.0,5.57,5.31,3.4,3.81,2.87,3.27,4.19,3.18,3.26,4.41,3.21,3.93,1.42,2.66,1.84,2.6,3.87,3.65,2.91,3.26,3.08,3.67
1949-11-30,-2.83,1.37,0.96,-1.2,-4.6,-1.33,1.16,0.46,0.11,3.48,0.77,-0.06,1.35,1.19,3.35,-0.18,2.01,1.58,2.76,2.31,1.03,-0.51,1.41,2.6,3.49
1949-12-31,9.77,6.05,9.08,6.48,7.03,6.98,7.56,6.65,6.96,6.51,8.56,10.32,5.49,6.62,7.1,10.05,6.17,5.09,5.85,6.46,4.52,4.44,3.24,6.38,5.48
1950-01-31,7.56,7.68,4.52,5.5,6.14,8.02,5.08,3.52,0.37,4.64,4.6,3.83,5.11,4.22,4.54,6.09,2.91,2.23,1.66,1.4,3.67,1.94,0.45,1.21,1.74
1950-02-28,3.15,0.27,2.03,2.98,4.52,1.47,3.21,0.35,1.39,3.04,-0.6,0.05,2.18,0.97,2.16,0.45,0.32,1.63,1.56,4.17,-0.5,0.53,1.37,2.41,2.25
1950-03-31,-2.09,-0.67,-1.01,3.23,-0.54,-2.07,-1.45,-1.44,-1.4,0.59,-2.05,-0.7,0.06,-0.41,2.51,-1.0,1.84,-1.08,-0.09,0.44,2.3,1.94,0.97,2.62,0.76
1950-04-30,9.67,6.9,5.94,2.51,0.85,6.18,4.29,6.45,4.4,5.23,5.18,4.89,5.71,5.25,4.35,5.51,3.48,3.39,3.07,4.6,3.51,2.28,3.2,3.43,8.01
1950-05-31,3.82,-1.88,3.84,3.63,2.86,3.41,2.65,4.33,2.32,3.06,2.73,3.36,3.43,4.28,2.54,1.92,1.73,1.21,2.74,3.07,4.97,4.48,4.65,4.41,6.1
1950-06-30,-6.69,-6.3,-8.59,-9.11,-10.39,-7.22,-6.98,-8.87,-8.28,-10.12,-5.68,-6.98,-6.05,-7.65,-8.53,-6.78,-6.92,-6.64,-8.9,-8.37,-4.78,-4.76,-5.83,-5.96,-5.21
1950-07-31,7.76,5.96,10.07,10.82,10.16,5.85,4.85,7.93,7.77,5.29,3.7,7.66,5.76,6.78,0.61,6.15,2.58,-0.23,6.82,1.1,4.13,0.19,3.99,0.1,-1.17
1950-08-31,5.12,5.98,4.8,5.37,6.62,4.18,4.64,3.92,5.55,7.53,5.44,4.28,3.55,5.17,7.62,2.72,4.42,4.66,5.77,4.66,1.85,3.41,3.7,5.26,8.4
1950-09-30,5.79,3.9,4.84,2.59,3.46,6.91,5.79,6.28,6.91,3.97,6.68,6.28,3.81,6.19,6.82,6.4,6.29,5.95,6.61,7.55,5.57,4.74,3.35,4.44,5.07
1950-10-31,-2.0,-0.41,-1.55,1.42,-0.49,-1.66,0.94,0.96,-1.0,2.27,-1.37,-1.0,-1.73,0.68,-0.94,-1.83,-1.25,-0.09,-0.43,-1.0,-1.84,0.33,-0.24,0.53,1.06
1950-11-30,0.28,3.12,3.01,3.78,6.12,-0.45,0.8,4.2,2.96,5.8,1.99,2.24,5.41,2.58,3.04,1.41,2.97,3.36,5.08,6.32,-1.71,1.47,5.53,3.26,1.97
1950-12-31,10.15,10.84,10.85,11.0,18.64,6.35,7.59,8.58,11.41,9.92,4.93,5.38,5.22,8.8,10.77,4.27,6.01,8.85,7.99,11.36,1.02,4.02,6.09,7.78,4.39
1951-01-31,8.91,9.0,10.16,9.0,4.67,9.18,8.61,5.89,8.79,9.61,8.65,7.26,6.56,6.92,14.08,6.92,6.14,7.97,7.47,8.08,4.57,2.11,5.46,6.06,6.77
1951-02-28,0.51,0.23,0.12,-0.34,2.31,1.8,0.97,2.41,1.28,1.07,2.17,1.45,1.12,0.83,-0.03,3.45,1.87,1.06,-0.85,1.34,1.79,2.97,2.44,1.48,-0.81
1951-03-31,-4.38,-2.95,-2.5,-5.0,-8.34,-0.37,-3.7,-2.27,-4.56,-4.06,-2.14,-1.46,-3.96,-5.73,-5.46,-1.44,-1.77,-3.76,-4.79,-4.87,-0.78,-0.46,-2.68,-1.49,-3.29
1951-04-30,1.94,2.65,2.49,7.01,4.94,1.33,2.56,3.33,5.55,4.19,1.43,1.38,4.09,5.39,7.4,0.69,3.04,5.34,7.29,7.89,0.45,2.02,6.26,7.45,8.86
1951-05-31,-4.0,-2.42,-2.97,-2.94,-2.66,-2.84,-3.71,-1.67,-3.65,-2.19,-2.12,-1.33,-3.08,-1.27,-4.59,-1.22,-1.73,-2.06,-2.88,-2.08,-0.85,-0.88,-2.4,-2.96,-2.86
1951-06-30,-4.47,-4.05,-5.85,-7.14,-6.89,-3.94,-3.07,-3.85,-5.89,-9.14,-2.01,-3.83,-5.54,-6.06,-8.53,-2.62,-2.87,-3.84,-5.23,-6.64,-1.0,-1.7,-3.31,-2.63,1.01
1951-07-31,1.34,2.52,2.8,6.29,8.25,2.57,5.66,4.8,7.48,11.21,2.32,3.46,5.93,8.58,9.42,4.47,4.47,6.59,10.19,11.86,3.84,5.56,5.35,10.34,12.42
1951-08-31,5.29,4.08,5.69,5.51,12.47,4.51,4.19,5.71,5.44,6.25,5.89,3.25,4.0,5.99,4.93,3.96,3.64,4.28,4.87,3.12,4.52,3.6,5.86,4.85,3.22
1951-09-30,2.25,3.25,0.89,5.06,3.54,2.4,3.86,1.7,3.9,3.27,1.67,2.75,2.99,1.68,3.13,0.7,1.86,2.22,3.09,2.4,-0.13,0.74,1.08,1.84,-1.26
1951-10-31,-1.69,-2.76,-3.96,-3.33,0.22,-2.98,-0.62,-2.37,-2.09,-3.56,-3.24,-1.87,-3.31,-1.78,-2.75,-0.94,-0.77,-3.36,-3.52,-3.11,-2.44,-1.73,-2.14,-5.08,-0.46
1951-11-30,-1.1,-0.76,0.61,0.22,0.3,-1.02,0.64,0.18,1.43,1.22,0.55,1.08,0.29,1.56,1.77,2.2,2.36,1.89,1.98,1.84,0.73,0.67,0.15,0.65,0.27
1951-12-31,0.74,-1.1,-0.35,0.19,1.13,0.23,1.87,1.13,0.9,3.31,0.54,1.22,0.55,1.41,0.62,1.07,2.13,2.72,1.11,2.86,1.81,1.38,4.76,5.32,5.11
1952-01-31,0.74,1.83,3.34,1.0,1.51,0.49,1.78,1.99,3.59,0.87,-0.5,1.56,1.14,0.76,2.6,-0.03,1.84,1.67,0.76,3.0,1.9,-0.14,0.79,1.13,3.93
1952-02-29,-2.9,-2.0,-1.7,-0.43,-2.08,-1.48,-0.61,-0.16,-3.44,-4.82,-3.22,-1.82,-1.1,-1.37,-3.43,-1.98,-1.05,-1.15,-1.26,-2.66,-3.86,-2.34,-1.64,-1.96,-3.73
1952-03-31,1.7,2.0,1.23,2.97,2.79,2.45,2.43,2.83,2.9,3.41,3.04,2.52,2.75,3.1,3.53,4.7,3.65,3.0,3.14,3.19,3.65,3.07,4.35,3.51,7.13
1952-04-30,-3.97,-4.63,-3.02,-3.83,-2.63,-4.41,-3.94,-3.93,-4.47,-6.61,-4.62,-3.26,-2.4,-3.21,-6.95,-5.08,-3.28,-5.07,-4.27,-6.49,-4.05,-4.64,-2.39,-3.61,-7.58
1952-05-31,1.23,0.79,3.16,0.94,2.36,1.72,1.64,1.49,3.37,2.93,1.87,1.95,1.84,3.36,4.36,3.41,4.62,3.44,1.89,2.32,5.34,2.57,2.88,3.69,3.62
1952-06-30,1.82,3.47,3.53,5.25,1.52,2.2,1.86,1.76,2.39,3.65,2.89,3.24,2.94,3.7,3.5,2.91,2.45,3.46,3.63,4.61,2.74,4.25,3.37,4.35,4.89
1952-07-31,0.04,2.02,2.07,0.06,2.32,-0.31,2.36,1.75,0.3,1.01,-0.58,1.69,1.11,1.24,1.75,0.85,2.27,1.57,0.62,1.04,3.45,0.79,1.44,1.53,-0.05
1952-08-31,-1.55,1.78,-0.11,-1.02,0.97,1.02,-0.29,0.37,0.67,0.86,-0.45,0.01,-0.74,0.53,0.73,0.09,-0.12,-0.3,0.72,0.06,-1.36,-0.89,-0.66,-0.37,-1.07
1952-09-30,-2.49,-1.12,-1.5,1.16,-1.94,-4.25,-1.71,0.53,-1.32,-0.61,-3.2,-1.37,-1.01,-1.64,-0.53,-2.51,-2.54,-0.83,-1.34,-1.34,-4.34,-2.65,-1.92,-1.17,-1.94
1952-10-31,-2.39,-0.01,-1.12,0.98,0.69,-4.03,-1.02,-2.42,-0.97,0.01,-2.27,-1.86,-1.23,-0.22,0.4,-1.75,-1.75,-0.47,-0.8,0.07,-2.8,-1.69,-0.5,0.12,0.16
1952-11-30,5.41,3.24,4.44,5.21,4.19,6.18,4.51,3.83,6.22,7.21,6.57,5.39,5.04,6.58,6.53,6.69,4.75,4.48,6.4,5.91,7.18,5.82,6.67,5.14,7.24
1952-12-31,0.69,0.18,1.43,2.73,2.33,1.73,2.85,2.89,4.8,2.9,1.09,0.64,1.94,3.14,2.87,2.05,1.55,4.49,3.97,2.1,1.84,2.17,2.69,3.45,4.35
1953-01-31,5.47,4.22,4.69,5.34,3.82,4.37,4.63,2.73,4.31,1.91,0.62,2.77,2.41,3.91,2.37,1.11,-0.28,1.26,2.4,1.38,-2.68,-1.61,-0.32,-0.66,-0.61
1953-02-28,2.63,3.02,4.2,2.97,3.19,1.88,0.74,1.94,1.26,1.9,-0.88,0.68,1.35,1.33,2.17,0.37,-0.74,0.65,1.39,0.66,-0.22,-0.55,-0.1,-0.52,-0.57
1953-03-31,-1.39,-0.24,-0.66,-1.56,-2.35,-2.86,-1.68,-1.05,-2.83,-1.01,-1.41,-0.2,-1.12,-0.43,-2.07,-0.47,-1.09,-0.62,-1.1,-1.86,-2.0,-0.85,-0.64,-1.29,-2.05
1953-04-30,-2.12,-1.56,-2.25,-1.47,-1.77,-2.59,-1.54,-1.94,-0.67,-2.87,-5.34,-1.13,-1.42,-1.84,-1.94,-3.99,-2.75,-2.1,-1.56,-2.36,-5.32,-3.87,-1.71,-2.24,-1.64
1953-05-31,-0.46,2.86,1.15,0.37,0.72,-0.47,0.48,0.8,1.24,1.27,-0.36,-0.21,-0.16,0.36,1.98,-0.08,0.09,0.76,0.8,1.05,0.93,0.74,-0.1,1.09,1.0
1953-06-30,-5.07,-4.66,-4.35,-4.3,-4.11,-4.6,-3.68,-3.66,-3.8,-2.37,-4.05,-2.62,-3.42,-2.99,-3.5,-1.27,-2.97,-2.67,-2.36,-2.97,-0.62,-1.38,-1.72,-1.58,-1.42
1953-07-31,1.06,0.19,3.45,1.84,2.13,0.98,1.06,1.57,2.01,0.92,1.66,2.19,1.42,1.54,2.08,0.3,1.88,2.17,1.77,0.66,3.72,2.79,2.32,2.39,3.37
1953-08-31,-7.48,-6.42,-5.09,-4.62,-4.46,-6.82,-5.14,-5.61,-3.01,-6.33,-7.94,-5.36,-4.69,-4.08,-4.71,-6.09,-5.73,-3.07,-4.92,-4.85,-5.55,-5.33,-3.57,-3.25,-3.46
1953-09-30,-5.51,-2.88,-1.79,-2.84,-0.19,-2.77,-1.36,-2.18,-1.21,0.6,-2.24,-1.36,-1.06,-0.89,-0.33,-1.34,0.33,-0.6,0.63,-0.13,-1.68,-0.78,0.77,0.85,3.02
1953-10-31,2.1,4.67,2.08,2.07,1.85,1.86,4.0,2.54,2.52,5.43,3.42,3.39,5.42,4.26,4.96,4.6,3.37,3.65,4.75,5.46,4.44,4.94,5.73,4.12,4.62
1953-11-30,1.22,-0.01,3.17,5.76,1.42,3.73,1.03,0.93,3.03,2.37,-0.16,1.35,2.11,1.49,2.92,0.5,2.14,3.21,2.76,3.9,1.51,2.07,2.83,3.16,4.5
1953-12-31,-6.05,-3.16,-1.97,-1.33,0.28,-7.03,-3.14,-2.03,0.93,1.84,-6.18,-2.25,-0.41,-0.21,1.94,-4.89,-1.61,-0.39,1.34,2.15,-1.96,-1.85,0.35,1.58,0.83
1954-01-31,12.95,10.46,8.62,5.42,4.66,10.94,7.76,7.5,3.44,4.19,9.69,8.19,6.79,7.09,3.96,10.13,7.68,6.3,3.84,5.07,8.76,6.8,6.35,2.57,3.85
1954-02-28,0.93,-0.32,0.5,1.54,-0.48,-1.15,2.64,1.08,1.57,4.09,-0.2,2.16,1.73,2.84,1.22,0.04,-0.45,1.56,2.04,4.56,2.18,1.02,1.12,1.87,2.37
1954-03-31,1.71,2.41,0.76,3.43,4.56,3.31,1.13,2.24,3.17,5.5,2.0,0.7,1.76,3.32,3.88,3.73,2.45,3.27,3.51,6.18,3.89,1.82,3.2,2.67,6.27
1954-04-30,-1.28,0.76,3.01,2.1,2.5,-1.66,0.77,0.52,1.19,1.79,-4.17,0.94,1.51,2.44,5.79,-2.81,-0.3,3.84,3.21,3.78,-2.75,3.16,4.19,5.29,6.5
1954-05-31,5.0,4.36,5.94,3.97,0.02,6.11,3.89,2.58,4.07,5.32,8.88,4.88,4.08,3.73,6.06,7.88,5.83,3.27,3.66,2.82,3.29,5.07,3.01,4.13,1.1
1954-06-30,0.63,1.93,2.08,-0.28,3.26,-1.26,1.27,2.06,1.66,1.42,-2.06,-0.06,2.73,2.62,2.64,0.45,-0.05,2.04,2.0,3.34,-4.73,-0.8,0.51,0.18,2.44
1954-07-31,13.23,8.79,7.55,7.25,5.14,5.54,6.92,6.85,6.32,9.78,4.57,4.98,7.07,8.3,8.2,5.83,5.3,5.43,7.08,7.6,3.94,6.61,4.03,6.04,3.44
1954-08-31,-0.16,1.45,0.69,0.25,0.16,0.81,-0.57,2.24,-0.1,-1.73,-1.73,-0.88,-0.41,-2.74,-0.29,-2.65,-2.39,-1.87,-1.96,-0.77,-1.78,-2.27,-0.57,-2.98,-4.03
1954-09-30,3.36,3.64,5.88,2.37,2.53,4.64,3.7,4.19,6.53,4.95,4.53,3.12,3.96,4.87,4.43,4.19,4.82,3.95,4.98,6.47,5.82,4.61,6.11,8.64,7.3
1954-10-31,0.14,-0.28,-0.44,0.98,0.62,-2.44,-1.19,0.02,0.03,-1.97,-1.31,-0.83,0.44,0.1,0.12,-2.79,-1.51,-0.37,-1.81,2.42,-1.33,-1.77,-3.4,-1.89,-0.55
1954-11-30,8.44,6.29,8.68,7.61,8.9,12.1,7.02,6.97,11.26,8.85,8.51,9.61,9.52,10.0,11.44,9.05,9.53,7.62,10.4,11.67,7.43,6.37,8.32,11.38,10.07
1954-12-31,13.22,8.88,9.38,16.3,11.9,11.12,9.61,9.9,8.06,9.46,12.26,9.62,9.55,8.26,6.37,8.82,5.91,5.53,5.76,6.07,7.86,3.31,4.58,5.47,5.49
1955-01-31,2.21,3.08,2.42,3.08,2.69,-0.13,1.51,1.75,1.77,3.78,1.21,1.5,0.19,1.41,3.04,-0.16,-0.76,0.82,-0.17,3.32,-0.12,0.89,-1.83,0.72,3.77
1955-02-28,7.83,4.22,4.51,9.2,5.57,2.99,3.86,4.12,5.54,6.24,1.65,3.33,3.55,6.25,5.64,1.66,2.97,3.25,4.47,5.01,4.18,2.39,2.99,2.4,3.2
1955-03-31,-0.41,0.28,0.37,-1.44,0.39,-0.36,0.44,-0.14,-1.43,1.83,-0.76,-1.7,-0.7,-0.84,2.41,-0.66,-1.35,-0.58,1.01,-0.15,-0.51,-0.14,0.66,-1.07,3.13
1955-04-30,2.22,1.82,1.5,3.66,3.67,1.61,1.89,3.99,2.98,1.03,2.12,1.49,2.35,1.22,2.07,2.84,3.52,2.87,0.73,1.97,2.53,2.0,3.03,5.21,2.78
1955-05-31,2.6,0.97,-0.52,-0.68,-0.53,0.33,0.65,-0.42,-0.45,1.68,-0.32,0.9,0.65,1.1,0.21,0.26,1.16,0.95,1.11,1.72,0.98,0.33,1.33,3.22,0.61
1955-06-30,1.15,1.07,4.53,4.79,2.95,1.21,3.09,2.36,4.31,4.64,3.34,2.51,3.03,3.37,3.43,2.19,4.64,4.76,4.79,3.39,4.14,5.68,7.38,10.17,11.72
1955-07-31,1.56,0.13,2.18,1.94,1.11,0.93,1.89,1.55,1.11,-0.44,-0.59,0.03,0.69,0.43,0.8,1.46,-0.06,0.86,-0.69,-0.56,0.37,2.07,2.48,5.22,-0.48
1955-08-31,-1.27,0.55,-1.3,0.4,2.1,-0.9,-0.15,0.2,0.08,0.59,0.11,0.9,0.04,1.22,2.27,0.21,-0.38,2.51,0.28,2.27,-1.11,0.4,1.81,-1.39,2.36
1955-09-30,0.02,0.7,-0.25,0.56,1.76,-0.6,-0.62,-1.81,-1.41,-0.33,-0.28,-1.74,-0.59,-1.09,-0.52,-1.44,-1.27,-2.67,-0.9,-2.56,-3.32,-0.53,-1.79,-0.7,3.06
1955-10-31,-1.4,-2.64,-0.33,-2.04,-1.63,-2.53,-0.65,-0.09,-0.67,-2.07,-2.8,-1.46,-0.74,-0.81,-0.09,-1.18,-1.29,-2.64,-2.31,-2.06,-1.37,-2.01,-2.21,-2.87,-4.08
1955-11-30,2.69,1.46,3.82,3.78,6.51,6.45,4.46,4.16,5.37,7.24,6.1,3.2,6.53,5.5,7.04,4.57,5.84,5.69,7.0,9.6,6.84,3.49,8.15,8.84,8.58
